metric,step,value
ep_rew_mean,6081920,481.5880
ep_rew_mean,6090112,481.5880
ep_rew_mean,6098304,482.0830
ep_rew_mean,6106496,482.0830
ep_rew_mean,6114688,480.1000
ep_rew_mean,6122880,480.1000
ep_rew_mean,6131072,470.3800
ep_rew_mean,6139264,470.3800
ep_rew_mean,6147456,468.4020
ep_rew_mean,6155648,468.4020
ep_rew_mean,6163840,473.9480
ep_rew_mean,6172032,473.9480
ep_rew_mean,6180224,472.4830
ep_rew_mean,6188416,472.4830
ep_rew_mean,6196608,473.9720
ep_rew_mean,6204800,473.9720
ep_rew_mean,6212992,472.3890
ep_rew_mean,6221184,472.3890
ep_rew_mean,6229376,464.1160
ep_rew_mean,6237568,464.1160
ep_rew_mean,6245760,461.9910
ep_rew_mean,6253952,461.9910
ep_rew_mean,6262144,456.6490
ep_rew_mean,6270336,456.6490
ep_rew_mean,6278528,459.0970
ep_rew_mean,6286720,459.0970
ep_rew_mean,6288192,459.0970
ep_rew_mean,6294912,463.4450
ep_rew_mean,6296384,454.8590
ep_rew_mean,6303104,463.4450
ep_rew_mean,6304576,454.8590
ep_rew_mean,6311296,462.7790
ep_rew_mean,6312768,453.7420
ep_rew_mean,6319488,462.7790
ep_rew_mean,6320960,453.7420
ep_rew_mean,6328192,453.7420
ep_rew_mean,6329152,459.4150
ep_rew_mean,6336384,454.4400
ep_rew_mean,6337344,459.4150
ep_rew_mean,6344576,454.4400
ep_rew_mean,6345536,461.1190
ep_rew_mean,6352768,462.7190
ep_rew_mean,6353728,461.1190
ep_rew_mean,6360960,462.7190
ep_rew_mean,6369152,461.3580
ep_rew_mean,6377344,461.3580
ep_rew_mean,6385536,468.5990
ep_rew_mean,6393728,468.5990
ep_rew_mean,6401920,467.2380
ep_rew_mean,6410112,467.2380
ep_rew_mean,6418304,465.3550
ep_rew_mean,6426496,465.3550
ep_rew_mean,6434688,474.8890
ep_rew_mean,6442880,474.8890
ep_rew_mean,6451072,477.6560
ep_rew_mean,6459264,477.6560
ep_rew_mean,6467456,473.6620
ep_rew_mean,6475648,473.6620
ep_rew_mean,6483840,474.8420
ep_rew_mean,6492032,474.8420
ep_rew_mean,6500224,479.2750
ep_rew_mean,6508416,479.2750
ep_rew_mean,6516608,480.4670
ep_rew_mean,6524800,480.4670
ep_rew_mean,6532992,480.4850
ep_rew_mean,6541184,480.4850
ep_rew_mean,6549376,478.4190
ep_rew_mean,6557568,478.4190
ep_rew_mean,6565760,481.7340
ep_rew_mean,6568192,478.4190
ep_rew_mean,6573952,481.7340
ep_rew_mean,6576384,480.9620
ep_rew_mean,6584576,480.9620
ep_rew_mean,6592768,481.1290
ep_rew_mean,6600960,481.1290
ep_rew_mean,6609152,478.6710
ep_rew_mean,6617344,478.6710
ep_rew_mean,6625536,477.7690
ep_rew_mean,6633728,477.7690
ep_rew_mean,6641920,475.5470
ep_rew_mean,6650112,475.5470
ep_rew_mean,6658304,474.3730
ep_rew_mean,6666496,474.3730
ep_rew_mean,6674688,473.6810
ep_rew_mean,6682880,473.6810
ep_rew_mean,6688192,473.6810
ep_rew_mean,6691072,474.6610
ep_rew_mean,6696384,478.2710
ep_rew_mean,6699264,474.6610
ep_rew_mean,6704576,478.2710
ep_rew_mean,6712768,477.9210
ep_rew_mean,6720960,477.9210
ep_rew_mean,6729152,480.9790
ep_rew_mean,6737344,480.9790
ep_rew_mean,6745536,482.8670
ep_rew_mean,6753728,482.8670
ep_rew_mean,6761920,479.0560
ep_rew_mean,6770112,479.0560
ep_rew_mean,6778304,481.6340
ep_rew_mean,6786496,481.6340
ep_rew_mean,6794688,479.7190
ep_rew_mean,6802880,479.7190
ep_rew_mean,6811072,482.2640
ep_rew_mean,6819264,482.2640
ep_rew_mean,6827456,476.1250
ep_rew_mean,6835648,476.1250
ep_rew_mean,6843840,474.8300
ep_rew_mean,6852032,474.8300
ep_rew_mean,6860224,479.2220
ep_rew_mean,6868416,479.2220
ep_rew_mean,6876608,478.0770
ep_rew_mean,6884800,478.0770
ep_rew_mean,6892992,475.2650
ep_rew_mean,6901184,475.2650
ep_rew_mean,6909376,473.1450
ep_rew_mean,6917568,473.1450
ep_rew_mean,6925760,476.6570
ep_rew_mean,6933952,476.6570
ep_rew_mean,6942144,471.9890
ep_rew_mean,6950336,471.9890
ep_rew_mean,6958528,468.1630
ep_rew_mean,6966720,468.1630
ep_rew_mean,6974912,471.4120
ep_rew_mean,6983104,471.4120
ep_rew_mean,6991296,468.5000
ep_rew_mean,6999488,468.5000
ep_rew_mean,7007680,473.6070
ep_rew_mean,7015872,473.6070
ep_rew_mean,7024064,472.2920
ep_rew_mean,7032256,476.5990
ep_rew_mean,7040448,476.5990
ep_rew_mean,7048640,474.3420
ep_rew_mean,7056832,474.3420
ep_rew_mean,7065024,474.6260
ep_rew_mean,7073216,474.6260
ep_rew_mean,7081408,475.3940
ep_rew_mean,7089600,475.3940
ep_rew_mean,7097792,477.2520
ep_rew_mean,7105984,477.2520
ep_rew_mean,7114176,479.0290
ep_rew_mean,7122368,479.0290
ep_rew_mean,7128192,479.0290
ep_rew_mean,7136384,479.4360
ep_rew_mean,7144576,479.4360
ep_rew_mean,7152768,483.5810
ep_rew_mean,7160960,483.5810
ep_rew_mean,7168192,483.5810
ep_rew_mean,7169152,478.0120
ep_rew_mean,7176384,482.7990
ep_rew_mean,7177344,478.0120
ep_rew_mean,7184576,482.7990
ep_rew_mean,7192768,482.9590
ep_rew_mean,7200960,482.9590
ep_rew_mean,7209152,474.9610
ep_rew_mean,7217344,474.9610
ep_rew_mean,7225536,474.9640
ep_rew_mean,7233728,474.9640
ep_rew_mean,7241920,476.2160
ep_rew_mean,7250112,476.2160
ep_rew_mean,7258304,474.8480
ep_rew_mean,7266496,474.8480
ep_rew_mean,7274688,478.8860
ep_rew_mean,7282880,478.8860
ep_rew_mean,7291072,477.3080
ep_rew_mean,7299264,477.3080
ep_rew_mean,7307456,473.1860
ep_rew_mean,7315648,473.1860
ep_rew_mean,7323840,473.7910
ep_rew_mean,7332032,473.7910
ep_rew_mean,7340224,473.8560
ep_rew_mean,7348416,473.8560
ep_rew_mean,7356608,474.6530
ep_rew_mean,7364800,474.6530
ep_rew_mean,7372992,478.1980
ep_rew_mean,7381184,478.1980
ep_rew_mean,7389376,480.4550
ep_rew_mean,7397568,480.4550
ep_rew_mean,7405760,477.2370
ep_rew_mean,7413952,477.2370
ep_rew_mean,7422144,481.3120
ep_rew_mean,7430336,481.3120
ep_rew_mean,7438528,478.3930
ep_rew_mean,7446720,478.3930
ep_rew_mean,7448192,478.3930
ep_rew_mean,7456384,478.0460
ep_rew_mean,7464576,478.0460
ep_rew_mean,7472768,482.8130
ep_rew_mean,7480960,482.8130
ep_rew_mean,7489152,476.6470
ep_rew_mean,7497344,476.6470
ep_rew_mean,7505536,476.2250
ep_rew_mean,7513728,476.2250
ep_rew_mean,7521920,477.8530
ep_rew_mean,7530112,477.8530
ep_rew_mean,7538304,474.5410
ep_rew_mean,7546496,474.5410
ep_rew_mean,7554688,471.4900
ep_rew_mean,7562880,471.4900
ep_rew_mean,7571072,468.6710
ep_rew_mean,7579264,468.6710
ep_rew_mean,7587456,468.2090
ep_rew_mean,7595648,468.2090
ep_rew_mean,7603840,466.7460
ep_rew_mean,7608192,468.2090
ep_rew_mean,7612032,466.7460
ep_rew_mean,7616384,470.9390
ep_rew_mean,7620224,466.8750
ep_rew_mean,7624576,470.9390
ep_rew_mean,7628416,466.8750
ep_rew_mean,7632768,472.2200
ep_rew_mean,7640960,472.2200
ep_rew_mean,7649152,470.4170
ep_rew_mean,7657344,470.4170
ep_rew_mean,7665536,464.2170
ep_rew_mean,7673728,464.2170
ep_rew_mean,7681920,466.2660
ep_rew_mean,7690112,466.2660
ep_rew_mean,7698304,467.2700
ep_rew_mean,7706496,467.2700
ep_rew_mean,7714688,473.7600
ep_rew_mean,7722880,473.7600
ep_rew_mean,7731072,466.4400
ep_rew_mean,7739264,466.4400
ep_rew_mean,7747456,470.2420
ep_rew_mean,7755648,470.2420
ep_rew_mean,7763840,462.7330
ep_rew_mean,7772032,462.7330
ep_rew_mean,7780224,463.0210
ep_rew_mean,7788416,463.0210
ep_rew_mean,7796608,459.1540
ep_rew_mean,7804800,459.1540
ep_rew_mean,7812992,455.4510
ep_rew_mean,7821184,455.4510
ep_rew_mean,7829376,450.3250
ep_rew_mean,7837568,450.3250
ep_rew_mean,7845760,457.4620
ep_rew_mean,7853952,457.4620
ep_rew_mean,7862144,454.2350
ep_rew_mean,7870336,454.2350
ep_rew_mean,7878528,458.7180
ep_rew_mean,7886720,458.7180
ep_rew_mean,7894912,449.8620
ep_rew_mean,7903104,449.8620
ep_rew_mean,7911296,443.0920
ep_rew_mean,7919488,443.0920
ep_rew_mean,7927680,441.0840
ep_rew_mean,7935872,441.0840
ep_rew_mean,7944064,441.5930
ep_rew_mean,7952256,445.0360
ep_rew_mean,7960448,445.0360
ep_rew_mean,7968640,441.2660
ep_rew_mean,7976832,441.2660
ep_rew_mean,7985024,440.5910
ep_rew_mean,7993216,440.5910
ep_rew_mean,8001408,438.9770
ep_rew_mean,8009600,438.9770
ep_rew_mean,8017792,433.2720
ep_rew_mean,8025984,433.2720
ep_rew_mean,8034176,437.4020
ep_rew_mean,8042368,437.4020
ep_rew_mean,8048192,437.4020
ep_rew_mean,8050560,437.6670
ep_rew_mean,8056384,441.1810
ep_rew_mean,8058752,437.6670
ep_rew_mean,8064576,441.1810
ep_rew_mean,8072768,434.2640
ep_rew_mean,8080960,434.2640
ep_rew_mean,8088192,434.2640
ep_rew_mean,8089152,442.7210
ep_rew_mean,8096384,433.5870
ep_rew_mean,8097344,442.7210
ep_rew_mean,8104576,433.5870
ep_rew_mean,8105536,441.8860
ep_rew_mean,8112768,431.7300
ep_rew_mean,8113728,441.8860
ep_rew_mean,8120960,431.7300
ep_rew_mean,8129152,436.6150
ep_rew_mean,8137344,436.6150
ep_rew_mean,8145536,435.3420
ep_rew_mean,8153728,435.3420
ep_rew_mean,8161920,432.9350
ep_rew_mean,8168192,435.3420
ep_rew_mean,8170112,432.9350
ep_rew_mean,8176384,427.9260
ep_rew_mean,8184576,427.9260
ep_rew_mean,8192768,425.1450
ep_rew_mean,8200960,425.1450
ep_rew_mean,8209152,426.3470
ep_rew_mean,8217344,426.3470
ep_rew_mean,8225536,426.9610
ep_rew_mean,8233728,426.9610
ep_rew_mean,8241920,438.0240
ep_rew_mean,8250112,438.0240
ep_rew_mean,8258304,438.7810
ep_rew_mean,8266496,438.7810
ep_rew_mean,8274688,433.1670
ep_rew_mean,8282880,433.1670
ep_rew_mean,8291072,434.8910
ep_rew_mean,8299264,434.8910
ep_rew_mean,8307456,438.5690
ep_rew_mean,8315648,438.5690
ep_rew_mean,8323840,443.8810
ep_rew_mean,8332032,443.8810
ep_rew_mean,8340224,447.0860
ep_rew_mean,8348416,447.0860
ep_rew_mean,8356608,442.7970
ep_rew_mean,8364800,442.7970
ep_rew_mean,8372992,445.7710
ep_rew_mean,8381184,445.7710
ep_rew_mean,8389376,450.1440
ep_rew_mean,8397568,450.1440
ep_rew_mean,8405760,448.4900
ep_rew_mean,8413952,448.4900
ep_rew_mean,8422144,445.7900
ep_rew_mean,8430336,445.7900
ep_rew_mean,8438528,450.5350
ep_rew_mean,8446720,450.5350
ep_rew_mean,8454912,447.2100
ep_rew_mean,8463104,447.2100
ep_rew_mean,8471296,447.2270
ep_rew_mean,8479488,447.2270
ep_rew_mean,8487680,442.0780
ep_rew_mean,8495872,442.0780
ep_rew_mean,8504064,449.6250
ep_rew_mean,8512256,449.9970
ep_rew_mean,8520448,449.9970
ep_rew_mean,8528192,449.9970
ep_rew_mean,8536384,455.2690
ep_rew_mean,8544576,455.2690
ep_rew_mean,8552768,460.6540
ep_rew_mean,8560960,460.6540
ep_rew_mean,8569152,465.5690
ep_rew_mean,8577344,465.5690
ep_rew_mean,8585536,463.0130
ep_rew_mean,8593728,463.0130
ep_rew_mean,8601920,464.6100
ep_rew_mean,8610112,464.6100
ep_rew_mean,8618304,469.7210
ep_rew_mean,8626496,469.7210
ep_rew_mean,8634688,466.8750
ep_rew_mean,8642880,466.8750
ep_rew_mean,8651072,464.3300
ep_rew_mean,8659264,464.3300
ep_rew_mean,8667456,470.8220
ep_rew_mean,8675648,470.8220
ep_rew_mean,8683840,468.2400
ep_rew_mean,8692032,468.2400
ep_rew_mean,8700224,473.3890
ep_rew_mean,8708416,473.3890
ep_rew_mean,8716608,475.4230
ep_rew_mean,8724800,475.4230
ep_rew_mean,8732992,473.1620
ep_rew_mean,8741184,473.1620
ep_rew_mean,8749376,470.7910
ep_rew_mean,8757568,470.7910
ep_rew_mean,8765760,473.1510
ep_rew_mean,8773952,473.1510
ep_rew_mean,8782144,474.6110
ep_rew_mean,8790336,474.6110
ep_rew_mean,8798528,469.4540
ep_rew_mean,8806720,469.4540
ep_rew_mean,8808192,469.4540
ep_rew_mean,8816384,470.4840
ep_rew_mean,8824576,470.4840
ep_rew_mean,8832768,471.2160
ep_rew_mean,8840960,471.2160
ep_rew_mean,8849152,471.5310
ep_rew_mean,8857344,471.5310
ep_rew_mean,8865536,472.7240
ep_rew_mean,8873728,472.7240
ep_rew_mean,8881920,474.8490
ep_rew_mean,8890112,474.8490
ep_rew_mean,8898304,473.4200
ep_rew_mean,8906496,473.4200
ep_rew_mean,8914688,470.1520
ep_rew_mean,8922880,470.1520
ep_rew_mean,8931072,463.6250
ep_rew_mean,8939264,463.6250
ep_rew_mean,8947456,467.7090
ep_rew_mean,8955648,467.7090
ep_rew_mean,8963840,469.0230
ep_rew_mean,8972032,469.0230
ep_rew_mean,8980224,469.1390
ep_rew_mean,8988416,469.1390
ep_rew_mean,8996608,472.3690
ep_rew_mean,9004800,472.3690
ep_rew_mean,9012992,474.8470
ep_rew_mean,9021184,474.8470
ep_rew_mean,9029376,472.8160
ep_rew_mean,9037568,472.8160
ep_rew_mean,9045760,475.6730
ep_rew_mean,9053952,475.6730
ep_rew_mean,9062144,472.3730
ep_rew_mean,9070336,472.3730
ep_rew_mean,9078528,469.8870
ep_rew_mean,9086720,469.8870
ep_rew_mean,9094912,476.7980
ep_rew_mean,9103104,476.7980
ep_rew_mean,9111296,474.8060
ep_rew_mean,9119488,474.8060
ep_rew_mean,9127680,473.6260
ep_rew_mean,9135872,473.6260
ep_rew_mean,9144064,479.1140
ep_rew_mean,9152256,474.1100
ep_rew_mean,9160448,474.1100
ep_rew_mean,9168640,475.2350
ep_rew_mean,9176832,475.2350
ep_rew_mean,9185024,477.3080
ep_rew_mean,9193216,477.3080
ep_rew_mean,9201408,478.7040
ep_rew_mean,9209600,478.7040
ep_rew_mean,9217792,473.8050
ep_rew_mean,9225984,473.8050
eval_mean_reward,400000,279.7200
eval_mean_reward,680000,323.1000
eval_mean_reward,880000,277.7800
eval_mean_reward,1080000,397.6200
eval_mean_reward,1280000,334.9400
eval_mean_reward,1480000,407.2000
eval_mean_reward,1840000,424.9600
eval_mean_reward,2160000,335.8000
eval_mean_reward,2360000,447.1200
eval_mean_reward,2560000,457.6600
eval_mean_reward,2840000,386.6000
eval_mean_reward,3120000,438.0400
eval_mean_reward,3560000,434.8400
eval_mean_reward,3760000,467.7400
eval_mean_reward,3960000,450.6000
eval_mean_reward,4320000,420.8200
eval_mean_reward,4520000,419.6800
eval_mean_reward,4880000,514.6400
eval_mean_reward,5080000,515.8600
eval_mean_reward,5440000,437.7000
eval_mean_reward,6200000,418.6200
eval_mean_reward,6520000,543.7000
eval_mean_reward,6880000,440.8400
eval_mean_reward,7080000,454.2800
eval_mean_reward,7360000,490.5000
eval_mean_reward,7800000,456.5000
eval_mean_reward,8000000,394.9800
eval_mean_reward,8360000,461.6400
eval_mean_reward,8720000,494.5400
eval_mean_reward,9000000,518.6800
eval_mean_reward,9200000,495.0200
value_loss,216384,60.9600
value_loss,224576,90.7258
value_loss,232768,119.4217
value_loss,240960,100.5373
value_loss,249152,91.1409
value_loss,257344,91.4208
value_loss,265536,90.9440
value_loss,273728,120.5945
value_loss,281920,79.3717
value_loss,290112,70.6832
value_loss,298304,100.2286
value_loss,306496,55.7944
value_loss,314688,99.4615
value_loss,322880,51.4789
value_loss,331072,88.0777
value_loss,339264,50.5476
value_loss,347456,99.9527
value_loss,355648,90.3321
value_loss,363840,79.1510
value_loss,372032,59.1733
value_loss,380224,115.6997
value_loss,388416,66.7127
value_loss,396608,98.1113
value_loss,400000,66.5377
value_loss,412992,144.8631
value_loss,421184,67.1049
value_loss,429376,118.9518
value_loss,437568,40.8786
value_loss,445760,97.7037
value_loss,453952,38.6666
value_loss,462144,105.5876
value_loss,470336,77.4445
value_loss,478528,102.5520
value_loss,486720,77.5664
value_loss,496384,57.3978
value_loss,504576,69.7289
value_loss,512768,38.9226
value_loss,520960,57.4166
value_loss,529152,77.2841
value_loss,537344,59.5731
value_loss,545536,74.4930
value_loss,553728,58.5598
value_loss,561920,65.2336
value_loss,570112,67.1003
value_loss,578304,75.2279
value_loss,586496,49.2398
value_loss,594688,102.1842
value_loss,602880,66.5531
value_loss,611072,95.2980
value_loss,619264,39.2723
value_loss,627456,56.5902
value_loss,635648,38.9023
value_loss,643840,117.7686
value_loss,652032,59.0388
value_loss,660224,120.9491
value_loss,668416,65.0326
value_loss,676608,142.4689
value_loss,680000,49.2040
value_loss,692992,131.4797
value_loss,701184,44.1146
value_loss,709376,114.0081
value_loss,717568,11.0915
value_loss,725760,94.2390
value_loss,733952,73.0769
value_loss,742144,110.0983
value_loss,750336,65.5450
value_loss,758528,96.3653
value_loss,766720,62.4171
value_loss,774912,117.3551
value_loss,783104,52.6513
value_loss,791296,144.8637
value_loss,799488,72.8251
value_loss,807680,113.2680
value_loss,815872,74.8691
value_loss,824064,110.8592
value_loss,832256,65.4014
value_loss,840448,93.1906
value_loss,848640,53.2782
value_loss,856832,94.7854
value_loss,865024,37.6118
value_loss,873216,97.4947
value_loss,880000,75.7988
value_loss,889600,66.3579
value_loss,897792,54.1462
value_loss,905984,93.9155
value_loss,914176,78.2431
value_loss,922368,74.3612
value_loss,930560,82.4818
value_loss,938752,74.2515
value_loss,946944,74.0713
value_loss,955136,64.7568
value_loss,963328,137.4043
value_loss,971520,37.3490
value_loss,979712,102.2895
value_loss,987904,68.5235
value_loss,996096,100.9410
value_loss,1004288,55.5064
value_loss,1012480,115.0146
value_loss,1020672,56.9924
value_loss,1028864,97.9297
value_loss,1037056,44.4879
value_loss,1045248,119.7766
value_loss,1053440,72.7482
value_loss,1061632,108.7183
value_loss,1069824,55.2892
value_loss,1078016,107.7467
value_loss,1080000,64.1940
value_loss,1094400,81.7366
value_loss,1102592,81.1171
value_loss,1110784,97.8322
value_loss,1118976,81.8081
value_loss,1127168,102.9964
value_loss,1135360,80.0779
value_loss,1143552,109.4604
value_loss,1151744,82.3022
value_loss,1159936,88.3749
value_loss,1168128,71.6877
value_loss,1176320,83.9283
value_loss,1184512,71.7960
value_loss,1192704,93.8339
value_loss,1200896,90.1993
value_loss,1209088,63.9662
value_loss,1217280,93.1167
value_loss,1225472,126.4964
value_loss,1233664,118.5036
value_loss,1241856,98.8519
value_loss,1250048,92.5841
value_loss,1258240,80.4038
value_loss,1266432,127.1965
value_loss,1274624,56.4579
value_loss,1280000,109.0431
value_loss,1291008,100.1616
value_loss,1299200,115.7016
value_loss,1307392,56.5223
value_loss,1315584,130.1832
value_loss,1323776,63.3815
value_loss,1331968,135.2162
value_loss,1340160,58.8187
value_loss,1348352,135.6948
value_loss,1356544,74.5300
value_loss,1364736,144.8412
value_loss,1372928,63.3124
value_loss,1381120,136.6255
value_loss,1389312,104.8463
value_loss,1397504,136.6673
value_loss,1405696,102.4771
value_loss,1413888,99.7052
value_loss,1422080,78.4208
value_loss,1430272,150.9893
value_loss,1438464,104.6196
value_loss,1446656,102.9444
value_loss,1454848,115.5192
value_loss,1463040,95.3058
value_loss,1471232,74.1748
value_loss,1479424,97.9757
value_loss,1480000,88.6650
value_loss,1495808,112.1174
value_loss,1504000,84.8170
value_loss,1512192,98.5168
value_loss,1520384,106.4878
value_loss,1528576,134.7246
value_loss,1536768,71.2320
value_loss,1544960,113.5193
value_loss,1553152,97.4443
value_loss,1561344,124.9337
value_loss,1569536,87.5738
value_loss,1577728,100.1989
value_loss,1585920,79.0072
value_loss,1594112,105.6393
value_loss,1602304,112.2586
value_loss,1610496,94.8629
value_loss,1618688,126.9532
value_loss,1626880,82.6851
value_loss,1635072,120.3530
value_loss,1643264,86.6956
value_loss,1651456,124.7047
value_loss,1656384,79.8040
value_loss,1659648,70.5097
value_loss,1664576,151.0485
value_loss,1667840,137.6676
value_loss,1672768,81.3150
value_loss,1676032,39.4652
value_loss,1680960,108.4789
value_loss,1689152,76.7093
value_loss,1697344,107.5800
value_loss,1705536,89.0817
value_loss,1713728,108.1464
value_loss,1721920,92.9414
value_loss,1730112,87.3974
value_loss,1738304,125.0719
value_loss,1746496,96.2774
value_loss,1754688,127.7619
value_loss,1762880,57.2023
value_loss,1771072,113.5984
value_loss,1779264,89.1333
value_loss,1787456,97.6937
value_loss,1795648,84.9775
value_loss,1803840,130.9511
value_loss,1812032,58.3783
value_loss,1820224,120.9922
value_loss,1828416,85.5694
value_loss,1836608,108.4495
value_loss,1840000,92.3157
value_loss,1852992,106.4712
value_loss,1861184,52.8465
value_loss,1869376,121.5894
value_loss,1877568,51.4626
value_loss,1885760,135.4635
value_loss,1893952,101.9779
value_loss,1896384,91.2407
value_loss,1904576,126.0778
value_loss,1912768,100.6202
value_loss,1920960,79.1781
value_loss,1929152,100.2394
value_loss,1936384,49.4934
value_loss,1937344,96.4010
value_loss,1944576,119.4921
value_loss,1952768,38.1238
value_loss,1960960,55.1027
value_loss,1976384,76.2950
value_loss,1984576,86.9983
value_loss,1992768,77.7299
value_loss,2000960,103.6533
value_loss,2009152,78.6039
value_loss,2017344,103.5638
value_loss,2025536,90.9465
value_loss,2033728,93.1631
value_loss,2041920,78.2851
value_loss,2050112,78.7971
value_loss,2058304,82.3592
value_loss,2066496,38.0407
value_loss,2074688,92.0223
value_loss,2082880,77.6982
value_loss,2091072,131.0993
value_loss,2099264,63.3599
value_loss,2107456,114.6406
value_loss,2115648,69.8799
value_loss,2123840,103.2096
value_loss,2132032,52.0773
value_loss,2140224,145.3805
value_loss,2148416,50.3889
value_loss,2156608,144.5862
value_loss,2160000,81.6841
value_loss,2172992,99.6359
value_loss,2181184,105.6583
value_loss,2189376,128.1989
value_loss,2197568,73.2222
value_loss,2205760,108.8513
value_loss,2213952,68.9430
value_loss,2222144,105.2071
value_loss,2230336,60.7884
value_loss,2238528,122.8232
value_loss,2246720,60.6970
value_loss,2254912,128.4784
value_loss,2263104,43.5291
value_loss,2271296,92.8906
value_loss,2279488,54.4048
value_loss,2287680,104.5068
value_loss,2295872,68.3186
value_loss,2304064,110.1470
value_loss,2312256,51.6150
value_loss,2320448,90.5160
value_loss,2328640,79.5893
value_loss,2336832,109.2970
value_loss,2345024,77.0275
value_loss,2353216,99.9851
value_loss,2360000,80.3926
value_loss,2369600,148.2699
value_loss,2377792,92.2530
value_loss,2385984,102.3976
value_loss,2394176,62.0599
value_loss,2402368,128.8851
value_loss,2410560,54.9930
value_loss,2418752,81.4117
value_loss,2426944,105.5891
value_loss,2435136,81.4010
value_loss,2443328,71.2705
value_loss,2451520,34.3565
value_loss,2459712,151.9136
value_loss,2467904,58.0061
value_loss,2476096,104.7372
value_loss,2484288,66.3698
value_loss,2492480,117.8556
value_loss,2500672,85.0838
value_loss,2508864,121.6509
value_loss,2517056,62.5166
value_loss,2525248,97.1754
value_loss,2533440,73.9458
value_loss,2541632,139.9183
value_loss,2549824,104.5513
value_loss,2558016,115.0356
value_loss,2560000,98.5011
value_loss,2574400,142.1227
value_loss,2582592,70.7167
value_loss,2590784,144.2815
value_loss,2598976,66.4536
value_loss,2607168,130.0234
value_loss,2615360,87.3076
value_loss,2623552,106.6586
value_loss,2631744,69.7736
value_loss,2639936,128.6827
value_loss,2648128,85.4047
value_loss,2656320,91.1366
value_loss,2656384,70.3639
value_loss,2664512,69.8845
value_loss,2664576,87.2028
value_loss,2672704,107.9315
value_loss,2672768,82.1401
value_loss,2680960,110.3662
value_loss,2689152,87.3286
value_loss,2697344,140.7137
value_loss,2705536,76.5534
value_loss,2713728,85.9306
value_loss,2721920,67.6123
value_loss,2730112,45.6796
value_loss,2738304,82.3065
value_loss,2746496,75.1848
value_loss,2754688,104.9326
value_loss,2762880,70.7096
value_loss,2771072,100.4456
value_loss,2779264,72.1018
value_loss,2787456,145.6219
value_loss,2795648,116.4191
value_loss,2803840,147.7943
value_loss,2812032,48.9258
value_loss,2820224,136.0898
value_loss,2828416,68.2344
value_loss,2836608,126.9432
value_loss,2840000,54.6200
value_loss,2852992,107.3227
value_loss,2861184,74.4060
value_loss,2869376,83.0589
value_loss,2877568,88.3735
value_loss,2885760,149.5392
value_loss,2893952,59.0200
value_loss,2896384,74.5168
value_loss,2902144,100.9962
value_loss,2904576,133.2836
value_loss,2910336,86.0075
value_loss,2912768,76.8881
value_loss,2920960,126.9729
value_loss,2936384,52.2544
value_loss,2944576,132.2518
value_loss,2952768,106.4434
value_loss,2960960,106.9549
value_loss,2969152,101.7477
value_loss,2977344,105.9595
value_loss,2985536,102.4197
value_loss,2993728,110.0586
value_loss,3001920,131.3755
value_loss,3010112,104.7793
value_loss,3018304,100.2619
value_loss,3026496,98.3953
value_loss,3034688,137.3604
value_loss,3042880,76.3451
value_loss,3051072,155.4816
value_loss,3059264,82.3015
value_loss,3067456,98.6533
value_loss,3075648,103.6045
value_loss,3083840,150.5098
value_loss,3092032,70.5699
value_loss,3100224,137.0351
value_loss,3108416,80.5948
value_loss,3116608,107.1128
value_loss,3120000,75.7181
value_loss,3132992,119.9748
value_loss,3141184,91.1399
value_loss,3149376,111.7314
value_loss,3157568,122.6399
value_loss,3165760,162.2228
value_loss,3173952,74.5348
value_loss,3182144,156.8000
value_loss,3190336,68.4744
value_loss,3198528,113.9380
value_loss,3206720,110.0282
value_loss,3214912,121.5290
value_loss,3216384,93.0252
value_loss,3223104,58.0046
value_loss,3224576,108.6316
value_loss,3231296,141.3393
value_loss,3232768,57.3852
value_loss,3239488,70.9080
value_loss,3240960,116.8325
value_loss,3249152,125.9155
value_loss,3257344,102.2396
value_loss,3265536,93.5586
value_loss,3273728,110.9053
value_loss,3281920,94.6687
value_loss,3290112,96.5935
value_loss,3298304,117.3459
value_loss,3306496,118.4148
value_loss,3314688,87.8761
value_loss,3322880,105.6935
value_loss,3331072,118.5370
value_loss,3339264,90.2843
value_loss,3347456,110.1683
value_loss,3355648,60.8544
value_loss,3363840,138.6539
value_loss,3372032,90.5061
value_loss,3376384,81.5060
value_loss,3380224,136.1904
value_loss,3384576,137.9714
value_loss,3388416,84.3303
value_loss,3392768,97.4472
value_loss,3400960,130.2159
value_loss,3409152,113.4529
value_loss,3417344,123.7157
value_loss,3425536,105.8669
value_loss,3433728,108.9148
value_loss,3441920,98.6351
value_loss,3450112,90.8443
value_loss,3458304,132.1393
value_loss,3466496,58.4519
value_loss,3474688,95.9909
value_loss,3482880,119.9337
value_loss,3491072,95.4748
value_loss,3499264,82.8843
value_loss,3507456,134.9502
value_loss,3515648,90.0324
value_loss,3523840,104.2608
value_loss,3532032,38.9764
value_loss,3540224,141.2804
value_loss,3548416,52.4821
value_loss,3556608,131.4266
value_loss,3560000,89.4536
value_loss,3572992,121.6553
value_loss,3581184,84.9095
value_loss,3589376,149.9666
value_loss,3597568,96.3254
value_loss,3605760,87.7465
value_loss,3613952,79.5845
value_loss,3622144,126.7683
value_loss,3630336,76.3981
value_loss,3638528,104.9919
value_loss,3646720,98.9247
